N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Tipo de factura,Año,Mes,Día,Hora,Día de la semana
550918,2021-04-21 14:03:00,17630.0,United Kingdom,112,335.5,F,2021,4,21,14,miércoles
C548727,2021-04-04 09:45:00,17725.0,United Kingdom,-4,-13.8,ND,2021,4,4,9,domingo
563018,2021-08-11 12:53:00,13427.0,United Kingdom,301,250.36,F,2021,8,11,12,miércoles
537868,2020-12-08 16:49:00,12433.0,Norway,1730,1867.98,F,2020,12,8,16,martes
C546234,2021-03-10 12:31:00,13599.0,United Kingdom,-6,-17.7,ND,2021,3,10,12,miércoles
550000,2021-04-14 09:18:00,17058.0,United Kingdom,351,582.72,F,2021,4,14,9,miércoles
573399,2021-10-30 15:35:00,13949.0,United Kingdom,424,392.08,F,2021,10,30,15,sábado
575764,2021-11-11 11:02:00,15965.0,United Kingdom,26,32.5,F,2021,11,11,11,jueves
554164,2021-05-23 11:58:00,14364.0,United Kingdom,229,398.05,F,2021,5,23,11,domingo
555507,2021-06-03 16:39:00,16186.0,United Kingdom,218,300.14,F,2021,6,3,16,jueves
578924,2021-11-27 12:10:00,16983.0,United Kingdom,291,307.91,F,2021,11,27,12,sábado
543400,2021-02-08 11:27:00,14688.0,United Kingdom,148,213.15,F,2021,2,8,11,lunes
554951,2021-05-27 14:48:00,16323.0,United Kingdom,50,207.5,F,2021,5,27,14,jueves
580511,2021-12-04 13:54:00,12560.0,Germany,290,697.7,F,2021,12,4,13,sábado
C570958,2021-10-13 11:30:00,16873.0,United Kingdom,-5,-11.51,ND,2021,10,13,11,miércoles
553721,2021-05-18 16:37:00,16570.0,United Kingdom,313,569.09,F,2021,5,18,16,martes
570856,2021-10-12 15:01:00,13464.0,United Kingdom,403,674.68,F,2021,10,12,15,martes
567619,2021-09-21 12:28:00,15203.0,United Kingdom,125,189.4,F,2021,9,21,12,martes
553043,2021-05-13 09:21:00,13953.0,United Kingdom,600,750.0,F,2021,5,13,9,jueves
548177,2021-03-29 14:31:00,12888.0,United Kingdom,52,272.76,F,2021,3,29,14,lunes
573150,2021-10-27 20:07:00,15014.0,United Kingdom,83,142.44,F,2021,10,27,20,miércoles
566757,2021-09-14 15:54:00,,United Kingdom,457,1313.43,F,2021,9,14,15,martes
549681,2021-04-11 13:19:00,13881.0,United Kingdom,322,309.88,F,2021,4,11,13,domingo
570000,2021-10-07 08:55:00,12420.0,Cyprus,345,600.39,F,2021,10,7,8,jueves
552971,2021-05-12 13:41:00,14738.0,United Kingdom,66,140.82,F,2021,5,12,13,miércoles
C557874,2021-06-23 13:05:00,14911.0,EIRE,-1,-1.45,ND,2021,6,23,13,miércoles
561194,2021-07-25 13:54:00,13814.0,Germany,332,617.54,F,2021,7,25,13,domingo
556329,2021-06-10 11:28:00,14573.0,United Kingdom,44,157.76,F,2021,6,10,11,jueves
556778,2021-06-14 12:41:00,16712.0,United Kingdom,125,393.78,F,2021,6,14,12,lunes
540016,2021-01-04 11:42:00,16282.0,United Kingdom,114,168.3,F,2021,1,4,11,lunes
559691,2021-07-11 15:52:00,13089.0,United Kingdom,498,795.56,F,2021,7,11,15,domingo
580991,2021-12-06 16:55:00,,United Kingdom,-288,0.0,F,2021,12,6,16,lunes
542576,2021-01-28 14:56:00,,United Kingdom,-1,0.0,F,2021,1,28,14,jueves
565228,2021-09-02 09:09:00,16333.0,United Kingdom,1128,1250.4,F,2021,9,2,9,jueves
C538904,2020-12-15 10:29:00,18168.0,United Kingdom,-1,-7.95,ND,2020,12,15,10,martes
547327,2021-03-22 11:28:00,12681.0,France,201,523.98,F,2021,3,22,11,lunes
575902,2021-11-11 15:20:00,15544.0,United Kingdom,491,446.02,F,2021,11,11,15,jueves
548893,2021-04-04 15:54:00,,United Kingdom,398,1908.58,F,2021,4,4,15,domingo
539952,2020-12-23 11:59:00,,United Kingdom,11,26.15,F,2020,12,23,11,miércoles
578278,2021-11-23 13:51:00,12748.0,United Kingdom,437,488.25,F,2021,11,23,13,martes
569423,2021-10-04 10:42:00,16882.0,United Kingdom,322,489.42,F,2021,10,4,10,lunes
550644,2021-04-19 16:19:00,12733.0,USA,137,383.95,F,2021,4,19,16,lunes
560710,2021-07-20 12:51:00,14646.0,Netherlands,10,26.02,F,2021,7,20,12,martes
C541779,2021-01-21 11:50:00,13102.0,United Kingdom,-24,-48.8,ND,2021,1,21,11,jueves
548712,2021-04-03 14:42:00,17050.0,United Kingdom,367,687.13,F,2021,4,3,14,sábado
572058,2021-10-20 12:43:00,18252.0,United Kingdom,221,456.77,F,2021,10,20,12,miércoles
574670,2021-11-06 12:20:00,12838.0,United Kingdom,131,292.34,F,2021,11,6,12,sábado
573369,2021-10-30 13:19:00,16049.0,United Kingdom,109,114.76,F,2021,10,30,13,sábado
579275,2021-11-29 10:02:00,,United Kingdom,1,0.0,F,2021,11,29,10,lunes
564836,2021-08-30 12:32:00,17402.0,United Kingdom,108,291.24,F,2021,8,30,12,lunes
565587,2021-09-05 13:38:00,12727.0,France,148,537.3,F,2021,9,5,13,domingo
572869,2021-10-26 13:21:00,12798.0,Japan,960,1718.4,F,2021,10,26,13,martes
536663,2020-12-02 12:07:00,16546.0,United Kingdom,156,299.4,F,2020,12,2,12,miércoles
575949,2021-11-13 11:51:00,16711.0,United Kingdom,236,445.56,F,2021,11,13,11,sábado
553484,2021-05-17 12:21:00,14513.0,United Kingdom,162,298.6,F,2021,5,17,12,lunes
C548411,2021-03-31 10:36:00,13316.0,United Kingdom,-1,-162.24,ND,2021,3,31,10,miércoles
C576856,2021-11-16 15:51:00,16912.0,United Kingdom,-1,-12.5,ND,2021,11,16,15,martes
C566579,2021-09-13 13:34:00,,United Kingdom,-1,-6.59,ND,2021,9,13,13,lunes
559367,2021-07-08 09:38:00,13013.0,United Kingdom,140,303.14,F,2021,7,8,9,jueves
568995,2021-09-29 16:53:00,16779.0,United Kingdom,411,891.55,F,2021,9,29,16,miércoles
C565379,2021-09-02 15:17:00,14415.0,United Kingdom,-2,-7.03,ND,2021,9,2,15,jueves
580903,2021-12-06 12:56:00,14606.0,United Kingdom,107,230.06,F,2021,12,6,12,lunes
554091,2021-05-22 12:35:00,13657.0,United Kingdom,132,152.34,F,2021,5,22,12,sábado
580157,2021-12-02 10:35:00,14083.0,United Kingdom,10,22.94,F,2021,12,2,10,jueves
C579758,2021-11-30 14:58:00,14644.0,United Kingdom,-1,-10.95,ND,2021,11,30,14,martes
577407,2021-11-20 10:37:00,14739.0,United Kingdom,332,509.96,F,2021,11,20,10,sábado
C571499,2021-10-17 15:07:00,12454.0,Spain,-1006,-3528.34,ND,2021,10,17,15,domingo
541497,2021-01-18 15:19:00,,United Kingdom,1017,2418.26,F,2021,1,18,15,lunes
563096,2021-08-12 09:10:00,15544.0,United Kingdom,184,324.72,F,2021,8,12,9,jueves
552814,2021-05-11 12:45:00,15079.0,United Kingdom,2,71.9,F,2021,5,11,12,martes
562463,2021-08-05 11:30:00,,United Kingdom,-6,0.0,F,2021,8,5,11,jueves
556321,2021-06-10 10:50:00,,United Kingdom,-24,0.0,F,2021,6,10,10,jueves
574073,2021-11-02 15:15:00,,United Kingdom,3,0.0,F,2021,11,2,15,martes
570668,2021-10-11 14:34:00,17837.0,United Kingdom,54,163.15,F,2021,10,11,14,lunes
C559681,2021-07-11 14:51:00,12717.0,Greece,-1,-50.0,ND,2021,7,11,14,domingo
580389,2021-12-04 10:35:00,12952.0,United Kingdom,119,297.73,F,2021,12,4,10,sábado
548561,2021-04-01 10:11:00,16609.0,United Kingdom,255,557.53,F,2021,4,1,10,jueves
563575,2021-08-17 15:05:00,17949.0,United Kingdom,2084,2209.04,F,2021,8,17,15,martes
559790,2021-07-12 12:19:00,14548.0,United Kingdom,128,326.4,F,2021,7,12,12,lunes
545316,2021-03-01 14:14:00,,United Kingdom,18,116.79,F,2021,3,1,14,lunes
558083,2021-06-26 11:47:00,17284.0,United Kingdom,83,108.53,F,2021,6,26,11,sábado
557377,2021-06-20 11:00:00,,EIRE,2,3133.12,F,2021,6,20,11,domingo
572511,2021-10-24 14:29:00,14895.0,United Kingdom,141,454.2,F,2021,10,24,14,domingo
567801,2021-09-22 12:02:00,13089.0,United Kingdom,272,310.24,F,2021,9,22,12,miércoles
551299,2021-04-27 14:48:00,17530.0,United Kingdom,4,15.0,F,2021,4,27,14,martes
577711,2021-11-21 12:17:00,15527.0,United Kingdom,94,180.34,F,2021,11,21,12,domingo
C574886,2021-11-07 14:07:00,14606.0,United Kingdom,-1,-3.75,ND,2021,11,7,14,domingo
536406,2020-12-01 11:33:00,17850.0,United Kingdom,96,353.14,F,2020,12,1,11,martes
C538682,2020-12-13 17:14:00,,United Kingdom,-1,-1130.9,ND,2020,12,13,17,domingo
558567,2021-06-30 14:37:00,14191.0,United Kingdom,196,318.9,F,2021,6,30,14,miércoles
567056,2021-09-16 11:39:00,,United Kingdom,25,0.0,F,2021,9,16,11,jueves
569920,2021-10-06 17:28:00,13348.0,United Kingdom,136,233.76,F,2021,10,6,17,miércoles
581453,2021-12-08 18:15:00,16401.0,United Kingdom,454,312.74,F,2021,12,8,18,miércoles
537848,2020-12-08 15:35:00,13777.0,United Kingdom,144,180.0,F,2020,12,8,15,martes
C557660,2021-06-21 17:43:00,13999.0,United Kingdom,-4,-8.4,ND,2021,6,21,17,lunes
574182,2021-11-03 11:51:00,16841.0,United Kingdom,372,308.76,F,2021,11,3,11,miércoles
C557062,2021-06-16 14:56:00,13213.0,United Kingdom,-3,-2.15,ND,2021,6,16,14,miércoles
563896,2021-08-21 10:44:00,17061.0,United Kingdom,104,407.4,F,2021,8,21,10,sábado
C557381,2021-06-20 11:01:00,,EIRE,-1,-1216.12,ND,2021,6,20,11,domingo
554915,2021-05-27 12:23:00,16133.0,United Kingdom,88,325.6,F,2021,5,27,12,jueves
546689,2021-03-16 10:24:00,16985.0,United Kingdom,230,680.4,F,2021,3,16,10,martes
544638,2021-02-22 11:33:00,14688.0,United Kingdom,252,325.42,F,2021,2,22,11,lunes
577122,2021-11-17 18:33:00,,United Kingdom,-57,0.0,F,2021,11,17,18,miércoles
547998,2021-03-29 10:23:00,,United Kingdom,-2,0.0,F,2021,3,29,10,lunes
575041,2021-11-08 12:01:00,17289.0,United Kingdom,138,338.88,F,2021,11,8,12,lunes
542886,2021-02-01 13:09:00,16515.0,United Kingdom,199,320.51,F,2021,2,1,13,lunes
566974,2021-09-16 09:24:00,13599.0,United Kingdom,50,91.7,F,2021,9,16,9,jueves
554116,2021-05-22 15:12:00,14514.0,United Kingdom,33,110.95,F,2021,5,22,15,sábado
578470,2021-11-24 12:38:00,16824.0,United Kingdom,102,237.74,F,2021,11,24,12,miércoles
562219,2021-08-03 14:14:00,15089.0,United Kingdom,674,1221.56,F,2021,8,3,14,martes
569380,2021-10-03 16:40:00,,United Kingdom,-140,0.0,F,2021,10,3,16,domingo
577830,2021-11-22 10:12:00,15187.0,United Kingdom,124,174.6,F,2021,11,22,10,lunes
547833,2021-03-25 17:34:00,16780.0,United Kingdom,99,161.89,F,2021,3,25,17,jueves
544478,2021-02-21 10:11:00,16333.0,United Kingdom,216,399.6,F,2021,2,21,10,domingo
576385,2021-11-15 09:41:00,17314.0,United Kingdom,7,34.65,F,2021,11,15,9,lunes
544606,2021-02-22 09:15:00,14520.0,United Kingdom,100,165.0,F,2021,2,22,9,lunes
565055,2021-08-31 17:11:00,,United Kingdom,-10,0.0,F,2021,8,31,17,martes
C541641,2021-01-20 11:00:00,17841.0,United Kingdom,-2,-2.5,ND,2021,1,20,11,miércoles
567579,2021-09-21 10:48:00,18228.0,United Kingdom,141,420.39,F,2021,9,21,10,martes
536624,2020-12-02 10:45:00,13418.0,United Kingdom,228,610.64,F,2020,12,2,10,miércoles
553319,2021-05-16 12:05:00,16705.0,United Kingdom,20,33.0,F,2021,5,16,12,domingo
554916,2021-05-27 12:26:00,17345.0,United Kingdom,46,82.79,F,2021,5,27,12,jueves
565934,2021-09-08 10:45:00,18222.0,United Kingdom,335,443.0,F,2021,9,8,10,miércoles
537633,2020-12-07 15:14:00,,United Kingdom,5,24.9,F,2020,12,7,15,lunes
568895,2021-09-29 13:11:00,15356.0,United Kingdom,194,336.82,F,2021,9,29,13,miércoles
555646,2021-06-06 13:32:00,14135.0,United Kingdom,232,320.2,F,2021,6,6,13,domingo
578384,2021-11-24 11:47:00,16189.0,United Kingdom,32,71.0,F,2021,11,24,11,miércoles
C551330,2021-04-27 16:17:00,17115.0,United Kingdom,-1,-9.95,ND,2021,4,27,16,martes
C570456,2021-10-10 15:38:00,,United Kingdom,-2,-103.06,ND,2021,10,10,15,domingo
550151,2021-04-14 14:41:00,13089.0,United Kingdom,11,140.25,F,2021,4,14,14,miércoles
543979,2021-02-14 15:43:00,14606.0,United Kingdom,57,169.44,F,2021,2,14,15,domingo
545333,2021-03-01 16:22:00,,United Kingdom,429,1734.52,F,2021,3,1,16,lunes
540458,2021-01-07 12:28:00,12501.0,Germany,1783,2169.39,F,2021,1,7,12,jueves
546254,2021-03-10 14:45:00,14727.0,United Kingdom,62,268.58,F,2021,3,10,14,miércoles
565741,2021-09-06 12:32:00,15189.0,United Kingdom,164,354.62,F,2021,9,6,12,lunes
543909,2021-02-14 12:32:00,,United Kingdom,337,1101.82,F,2021,2,14,12,domingo
C573084,2021-10-27 14:24:00,13587.0,United Kingdom,-12,-299.4,ND,2021,10,27,14,miércoles
578356,2021-11-24 10:14:00,14866.0,United Kingdom,132,197.28,F,2021,11,24,10,miércoles
C570291,2021-10-10 11:56:00,12731.0,France,-10,-16.5,ND,2021,10,10,11,domingo
537459,2020-12-07 09:57:00,17470.0,United Kingdom,112,178.4,F,2020,12,7,9,lunes
542528,2021-01-28 13:04:00,13141.0,United Kingdom,178,215.52,F,2021,1,28,13,jueves
552802,2021-05-11 12:23:00,16115.0,United Kingdom,110,166.94,F,2021,5,11,12,martes
537213,2020-12-05 15:26:00,12748.0,United Kingdom,7,8.65,F,2020,12,5,15,sábado
C560912,2021-07-21 18:05:00,14400.0,United Kingdom,-4,-15.0,ND,2021,7,21,18,miércoles
554092,2021-05-22 12:41:00,17176.0,United Kingdom,170,306.13,F,2021,5,22,12,sábado
565249,2021-09-02 10:38:00,18027.0,United Kingdom,78,115.31,F,2021,9,2,10,jueves
563689,2021-08-18 12:43:00,15743.0,United Kingdom,28,111.5,F,2021,8,18,12,miércoles
566173,2021-09-09 12:24:00,12787.0,Netherlands,145,186.56,F,2021,9,9,12,jueves
555533,2021-06-05 12:12:00,15722.0,United Kingdom,186,446.6,F,2021,6,5,12,sábado
569581,2021-10-05 11:16:00,15081.0,United Kingdom,32,80.3,F,2021,10,5,11,martes
560180,2021-07-15 11:38:00,14640.0,United Kingdom,57,185.07,F,2021,7,15,11,jueves
578520,2021-11-24 13:57:00,14591.0,United Kingdom,176,203.58,F,2021,11,24,13,miércoles
567721,2021-09-22 10:38:00,12409.0,Switzerland,2408,4860.64,F,2021,9,22,10,miércoles
580385,2021-12-04 10:11:00,16326.0,United Kingdom,65,283.54,F,2021,12,4,10,sábado
574961,2021-11-08 10:19:00,12971.0,United Kingdom,150,94.74,F,2021,11,8,10,lunes
539265,2020-12-16 15:02:00,,United Kingdom,1,4.95,F,2020,12,16,15,miércoles
C581106,2021-12-07 12:14:00,13668.0,United Kingdom,-1,-3.75,ND,2021,12,7,12,martes
578745,2021-11-25 11:36:00,13978.0,United Kingdom,18,37.8,F,2021,11,25,11,jueves
569906,2021-10-06 16:34:00,12748.0,United Kingdom,2,1.9,F,2021,10,6,16,miércoles
550613,2021-04-19 12:26:00,16180.0,United Kingdom,470,767.0,F,2021,4,19,12,lunes
551858,2021-05-04 15:33:00,18041.0,United Kingdom,98,128.01,F,2021,5,4,15,martes
C549254,2021-04-07 12:21:00,13769.0,United Kingdom,-1,-2.95,ND,2021,4,7,12,miércoles
566599,2021-09-13 15:37:00,15998.0,United Kingdom,280,398.7,F,2021,9,13,15,lunes
565757,2021-09-06 13:29:00,17339.0,United Kingdom,136,183.36,F,2021,9,6,13,lunes
549466,2021-04-08 14:22:00,,United Kingdom,-11,0.0,F,2021,4,8,14,jueves
550198,2021-04-15 10:19:00,13120.0,United Kingdom,12,30.6,F,2021,4,15,10,jueves
545309,2021-03-01 13:40:00,13884.0,United Kingdom,49,138.15,F,2021,3,1,13,lunes
541125,2021-01-14 10:06:00,12474.0,Germany,11,47.5,F,2021,1,14,10,jueves
539477,2020-12-19 14:58:00,18245.0,United Kingdom,297,365.73,F,2020,12,19,14,sábado
569570,2021-10-05 10:06:00,16684.0,United Kingdom,7020,13760.02,F,2021,10,5,10,martes
C569981,2021-10-06 19:36:00,12679.0,France,-4,-11.8,ND,2021,10,6,19,miércoles
573069,2021-10-27 13:58:00,18077.0,United Kingdom,73,158.15,F,2021,10,27,13,miércoles
556484,2021-06-12 13:17:00,16938.0,United Kingdom,2190,2133.4,F,2021,6,12,13,sábado
565776,2021-09-06 14:38:00,15311.0,United Kingdom,483,724.01,F,2021,9,6,14,lunes
559924,2021-07-13 16:30:00,,United Kingdom,3,23.85,F,2021,7,13,16,martes
570510,2021-10-11 10:22:00,15370.0,United Kingdom,4,33.0,F,2021,10,11,10,lunes
557892,2021-06-23 14:11:00,14534.0,United Kingdom,199,421.39,F,2021,6,23,14,miércoles
552833,2021-05-11 14:14:00,18133.0,United Kingdom,1350,931.5,F,2021,5,11,14,martes
576092,2021-11-14 09:00:00,18263.0,United Kingdom,420,401.76,F,2021,11,14,9,domingo
568946,2021-09-29 15:01:00,,United Kingdom,89,0.0,F,2021,9,29,15,miércoles
536792,2020-12-02 15:28:00,15061.0,United Kingdom,24,30.0,F,2020,12,2,15,miércoles
C567686,2021-09-21 16:42:00,17702.0,United Kingdom,-10,-16.5,ND,2021,9,21,16,martes
552327,2021-05-09 10:03:00,17007.0,United Kingdom,93,137.95,F,2021,5,9,10,domingo
C549532,2021-04-08 17:07:00,16217.0,United Kingdom,-1,-7.06,ND,2021,4,8,17,jueves
553607,2021-05-18 10:47:00,16684.0,United Kingdom,4084,5176.12,F,2021,5,18,10,martes
555815,2021-06-07 11:47:00,13089.0,United Kingdom,568,916.74,F,2021,6,7,11,lunes
557494,2021-06-20 15:19:00,,United Kingdom,110,699.59,F,2021,6,20,15,domingo
564230,2021-08-24 10:22:00,,United Kingdom,1191,5234.73,F,2021,8,24,10,martes
580518,2021-12-04 14:45:00,13435.0,United Kingdom,298,442.3,F,2021,12,4,14,sábado
C556923,2021-06-15 14:03:00,15400.0,United Kingdom,-30,-49.5,ND,2021,6,15,14,martes
561046,2021-07-24 12:33:00,16218.0,United Kingdom,340,452.0,F,2021,7,24,12,sábado
564438,2021-08-25 12:11:00,16628.0,United Kingdom,256,496.3,F,2021,8,25,12,miércoles
544611,2021-02-22 10:09:00,16912.0,United Kingdom,72,30.24,F,2021,2,22,10,lunes
540358,2021-01-06 15:25:00,13599.0,United Kingdom,262,369.14,F,2021,1,6,15,miércoles
C567706,2021-09-22 09:46:00,15769.0,United Kingdom,-312,-1326.0,ND,2021,9,22,9,miércoles
569360,2021-10-03 14:59:00,14653.0,United Kingdom,139,350.09,F,2021,10,3,14,domingo
548335,2021-03-30 13:57:00,14272.0,United Kingdom,87,132.09,F,2021,3,30,13,martes
538827,2020-12-14 12:59:00,14298.0,United Kingdom,2552,2594.76,F,2020,12,14,12,lunes
558890,2021-07-04 15:34:00,,United Kingdom,-24,0.0,F,2021,7,4,15,domingo
566616,2021-09-14 08:35:00,12895.0,United Kingdom,142,267.8,F,2021,9,14,8,martes
552168,2021-05-06 12:28:00,13880.0,United Kingdom,142,226.9,F,2021,5,6,12,jueves
561385,2021-07-27 09:13:00,15660.0,United Kingdom,136,135.36,F,2021,7,27,9,martes
560255,2021-07-17 13:08:00,16054.0,United Kingdom,380,783.9,F,2021,7,17,13,sábado
C566925,2021-09-15 15:18:00,12748.0,United Kingdom,-1,-1829.84,ND,2021,9,15,15,miércoles
536862,2020-12-03 11:13:00,,United Kingdom,150,1334.13,F,2020,12,3,11,jueves
580075,2021-12-01 14:09:00,17014.0,United Kingdom,127,231.27,F,2021,12,1,14,miércoles
C550013,2021-04-14 10:49:00,12982.0,United Kingdom,-10,-13.34,ND,2021,4,14,10,miércoles
547670,2021-03-24 13:41:00,16769.0,United Kingdom,83,380.39,F,2021,3,24,13,miércoles
577735,2021-11-21 13:14:00,14482.0,United Kingdom,428,388.8,F,2021,11,21,13,domingo
560433,2021-07-18 15:49:00,,United Kingdom,582,1721.77,F,2021,7,18,15,domingo
545325,2021-03-01 15:01:00,16525.0,United Kingdom,322,329.34,F,2021,3,1,15,lunes
572281,2021-10-23 11:10:00,17211.0,United Kingdom,174,419.33,F,2021,10,23,11,sábado
542596,2021-01-30 10:27:00,14532.0,United Kingdom,24,182.8,F,2021,1,30,10,sábado
547685,2021-03-24 14:47:00,12408.0,Belgium,26,74.7,F,2021,3,24,14,miércoles
578548,2021-11-24 15:03:00,17345.0,United Kingdom,4,9.73,F,2021,11,24,15,miércoles
C550363,2021-04-18 11:20:00,16033.0,United Kingdom,-1,-7.95,ND,2021,4,18,11,domingo
556534,2021-06-13 12:19:00,15036.0,United Kingdom,65,53.15,F,2021,6,13,12,domingo
C570556,2021-10-11 11:10:00,16029.0,United Kingdom,-6480,-11816.64,ND,2021,10,11,11,lunes
542678,2021-01-31 12:21:00,14688.0,United Kingdom,122,205.6,F,2021,1,31,12,domingo
580103,2021-12-01 15:12:00,16242.0,United Kingdom,306,548.91,F,2021,12,1,15,miércoles
574653,2021-11-06 11:30:00,12619.0,Germany,522,482.16,F,2021,11,6,11,sábado
564560,2021-08-26 09:55:00,16184.0,United Kingdom,84,105.0,F,2021,8,26,9,jueves
C579915,2021-12-01 08:56:00,16570.0,United Kingdom,-2,-7.5,ND,2021,12,1,8,miércoles
570797,2021-10-12 12:24:00,15311.0,United Kingdom,766,1229.42,F,2021,10,12,12,martes
C544171,2021-02-16 14:13:00,13001.0,United Kingdom,-7,-19.65,ND,2021,2,16,14,martes
580881,2021-12-06 12:19:00,16620.0,United Kingdom,40,83.2,F,2021,12,6,12,lunes
539042,2020-12-15 15:37:00,15062.0,United Kingdom,164,209.08,F,2020,12,15,15,martes
555948,2021-06-08 10:49:00,13752.0,United Kingdom,147,166.86,F,2021,6,8,10,martes
C579764,2021-11-30 15:07:00,14936.0,Channel Islands,-2,-19.6,ND,2021,11,30,15,martes
C567940,2021-09-22 18:21:00,16984.0,United Kingdom,-1,-12.75,ND,2021,9,22,18,miércoles
C556278,2021-06-09 19:53:00,13462.0,United Kingdom,-1,-8.25,ND,2021,6,9,19,miércoles
C561594,2021-07-28 11:22:00,17671.0,United Kingdom,-104,-184.08,ND,2021,7,28,11,miércoles
C542403,2021-01-27 16:07:00,13534.0,United Kingdom,-4,-31.8,ND,2021,1,27,16,miércoles
540275,2021-01-06 12:11:00,13680.0,United Kingdom,669,1520.11,F,2021,1,6,12,miércoles
572480,2021-10-24 13:44:00,,United Kingdom,-100,0.0,F,2021,10,24,13,domingo
547970,2021-03-28 16:28:00,17238.0,United Kingdom,1,4.95,F,2021,3,28,16,domingo
C567712,2021-09-22 10:08:00,13282.0,United Kingdom,-11,-41.25,ND,2021,9,22,10,miércoles
543168,2021-02-04 08:58:00,13694.0,United Kingdom,1306,693.48,F,2021,2,4,8,jueves
565481,2021-09-05 11:31:00,16891.0,United Kingdom,32,122.22,F,2021,9,5,11,domingo
544914,2021-02-24 15:39:00,16722.0,United Kingdom,229,314.36,F,2021,2,24,15,miércoles
568710,2021-09-28 15:42:00,14649.0,United Kingdom,315,319.08,F,2021,9,28,15,martes
567280,2021-09-19 11:46:00,14646.0,Netherlands,6932,10267.88,F,2021,9,19,11,domingo
556013,2021-06-08 11:46:00,,United Kingdom,-17,0.0,F,2021,6,8,11,martes
565474,2021-09-05 10:34:00,14156.0,EIRE,1,50.0,F,2021,9,5,10,domingo
557669,2021-06-22 09:43:00,12674.0,France,272,390.06,F,2021,6,22,9,martes
536799,2020-12-02 16:00:00,17228.0,United Kingdom,122,183.3,F,2020,12,2,16,miércoles
539403,2020-12-17 12:21:00,12647.0,Germany,83,224.8,F,2020,12,17,12,jueves
537846,2020-12-08 15:25:00,15347.0,United Kingdom,130,201.6,F,2020,12,8,15,martes
560403,2021-07-18 14:19:00,,United Kingdom,17,0.0,F,2021,7,18,14,domingo
542883,2021-02-01 13:07:00,,United Kingdom,-40,0.0,F,2021,2,1,13,lunes
572185,2021-10-21 10:52:00,,United Kingdom,564,2801.92,F,2021,10,21,10,jueves
C577688,2021-11-21 11:29:00,13890.0,United Kingdom,-1,-7.95,ND,2021,11,21,11,domingo
C550472,2021-04-18 13:52:00,18009.0,United Kingdom,-2,-5.1,ND,2021,4,18,13,domingo
546424,2021-03-13 12:51:00,13956.0,United Kingdom,58,119.72,F,2021,3,13,12,sábado
536545,2020-12-01 14:32:00,,United Kingdom,1,0.0,F,2020,12,1,14,martes
573915,2021-11-01 15:55:00,15511.0,United Kingdom,94,229.8,F,2021,11,1,15,lunes
577797,2021-11-21 16:54:00,15105.0,United Kingdom,12,15.0,F,2021,11,21,16,domingo
C539069,2020-12-15 16:57:00,12947.0,United Kingdom,-3,-29.85,ND,2020,12,15,16,martes
563184,2021-08-12 14:50:00,17516.0,United Kingdom,66,153.64,F,2021,8,12,14,jueves
537678,2020-12-08 09:56:00,16779.0,United Kingdom,133,356.91,F,2020,12,8,9,martes
C544422,2021-02-18 15:22:00,12553.0,France,-12,-10.2,ND,2021,2,18,15,jueves
561504,2021-07-27 14:15:00,,United Kingdom,-7,0.0,F,2021,7,27,14,martes
546913,2021-03-17 20:18:00,15861.0,United Kingdom,240,248.29,F,2021,3,17,20,miércoles
560425,2021-07-18 15:15:00,,United Kingdom,-23,0.0,F,2021,7,18,15,domingo
553527,2021-05-17 14:57:00,15123.0,United Kingdom,509,1069.47,F,2021,5,17,14,lunes
560426,2021-07-18 15:15:00,14038.0,United Kingdom,200,370.1,F,2021,7,18,15,domingo
579137,2021-11-28 12:51:00,14704.0,United Kingdom,1,15.0,F,2021,11,28,12,domingo
539218,2020-12-16 12:48:00,15574.0,United Kingdom,1,3.75,F,2020,12,16,12,miércoles
C563375,2021-08-16 10:27:00,14911.0,EIRE,-15,-63.94,ND,2021,8,16,10,lunes
546785,2021-03-17 09:56:00,15189.0,United Kingdom,100,302.52,F,2021,3,17,9,miércoles
566952,2021-09-15 16:37:00,,United Kingdom,767,2008.83,F,2021,9,15,16,miércoles
561070,2021-07-24 15:23:00,16782.0,United Kingdom,57,136.65,F,2021,7,24,15,sábado
564168,2021-08-23 13:51:00,16794.0,United Kingdom,100,128.31,F,2021,8,23,13,lunes
556100,2021-06-08 16:00:00,15238.0,United Kingdom,222,300.14,F,2021,6,8,16,martes
576251,2021-11-14 13:51:00,16207.0,United Kingdom,140,394.38,F,2021,11,14,13,domingo
570470,2021-10-10 16:36:00,,United Kingdom,4,7.34,F,2021,10,10,16,domingo
568780,2021-09-29 08:27:00,18235.0,United Kingdom,872,1046.68,F,2021,9,29,8,miércoles
546421,2021-03-13 11:21:00,13700.0,United Kingdom,333,301.04,F,2021,3,13,11,sábado
572677,2021-10-25 13:46:00,17596.0,United Kingdom,242,182.02,F,2021,10,25,13,lunes
573358,2021-10-30 12:46:00,17213.0,United Kingdom,209,500.61,F,2021,10,30,12,sábado
566179,2021-09-09 12:42:00,,Israel,233,423.73,F,2021,9,9,12,jueves
547888,2021-03-28 09:59:00,13368.0,United Kingdom,315,588.0,F,2021,3,28,9,domingo
579187,2021-11-28 15:31:00,,United Kingdom,1402,5333.52,F,2021,11,28,15,domingo
576069,2021-11-13 15:57:00,13603.0,United Kingdom,164,164.34,F,2021,11,13,15,sábado
