N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Tipo de factura,Año,Mes,Día,Hora,Día de la semana,NumeroOrden
544582,2021-02-21 14:38:00,13410.0,United Kingdom,140,250.24,F,2021,2,21,14,domingo,3094
562439,2021-08-04 18:06:00,12931.0,United Kingdom,11848,18841.48,F,2021,8,4,18,miércoles,10345
580193,2021-12-02 12:03:00,16899.0,United Kingdom,71,311.58,F,2021,12,2,12,jueves,17911
563427,2021-08-16 11:40:00,16470.0,United Kingdom,188,193.47,F,2021,8,16,11,lunes,10762
562426,2021-08-04 17:13:00,12748.0,United Kingdom,6,29.7,F,2021,8,4,17,miércoles,10333
C536817,2020-12-02 17:08:00,14156.0,EIRE,-2,-7.5,ND,2020,12,2,17,miércoles,18557
543235,2021-02-04 13:30:00,14462.0,United Kingdom,155,331.42,F,2021,2,4,13,jueves,2576
C552535,2021-05-10 09:59:00,13269.0,United Kingdom,-3,-28.65,ND,2021,5,10,9,lunes,19899
553653,2021-05-18 11:08:00,16701.0,United Kingdom,398,319.25,F,2021,5,18,11,martes,6760
575944,2021-11-13 11:46:00,16571.0,United Kingdom,348,524.9,F,2021,11,13,11,sábado,16084
557273,2021-06-19 11:44:00,16050.0,United Kingdom,278,137.9,F,2021,6,19,11,sábado,8269
567635,2021-09-21 13:41:00,16523.0,United Kingdom,416,686.48,F,2021,9,21,13,martes,12505
564165,2021-08-23 13:35:00,13593.0,United Kingdom,238,645.83,F,2021,8,23,13,lunes,11100
565405,2021-09-04 10:51:00,14211.0,United Kingdom,96,220.04,F,2021,9,4,10,sábado,11557
574691,2021-11-06 13:17:00,14174.0,United Kingdom,94,134.46,F,2021,11,6,13,sábado,15497
546399,2021-03-11 14:58:00,14352.0,United Kingdom,94,231.3,F,2021,3,11,14,jueves,3846
553752,2021-05-19 10:20:00,14896.0,United Kingdom,95,211.55,F,2021,5,19,10,miércoles,6828
570657,2021-10-11 14:10:00,14911.0,EIRE,416,485.8,F,2021,10,11,14,lunes,13819
547941,2021-03-28 14:46:00,16692.0,United Kingdom,151,1267.5,F,2021,3,28,14,domingo,4517
565792,2021-09-07 09:37:00,14397.0,United Kingdom,112,180.12,F,2021,9,7,9,martes,11736
547871,2021-03-27 14:28:00,16931.0,United Kingdom,158,277.43,F,2021,3,27,14,sábado,4463
550473,2021-04-18 13:54:00,14623.0,United Kingdom,104,192.68,F,2021,4,18,13,domingo,5471
C564211,2021-08-24 09:11:00,17652.0,United Kingdom,-2,-13.25,ND,2021,8,24,9,martes,20884
549324,2021-04-08 10:32:00,16045.0,United Kingdom,107,196.8,F,2021,4,8,10,jueves,5018
557875,2021-06-23 13:09:00,13300.0,United Kingdom,203,371.89,F,2021,6,23,13,miércoles,8508
567163,2021-09-18 11:31:00,13247.0,United Kingdom,203,305.07,F,2021,9,18,11,sábado,12308
574692,2021-11-06 13:28:00,16771.0,United Kingdom,81,144.3,F,2021,11,6,13,sábado,15498
554704,2021-05-26 10:09:00,15658.0,United Kingdom,115,418.95,F,2021,5,26,10,miércoles,7225
542434,2021-01-28 10:47:00,16755.0,United Kingdom,193,316.06,F,2021,1,28,10,jueves,2278
544604,2021-02-22 09:11:00,13576.0,United Kingdom,144,364.32,F,2021,2,22,9,lunes,3105
538035,2020-12-09 13:03:00,16065.0,United Kingdom,231,372.09,F,2020,12,9,13,miércoles,722
562791,2021-08-09 14:18:00,17730.0,United Kingdom,355,367.46,F,2021,8,9,14,lunes,10502
540163,2021-01-05 11:52:00,13089.0,United Kingdom,1068,958.93,F,2021,1,5,11,martes,1453
546635,2021-03-15 12:11:00,16392.0,United Kingdom,203,221.19,F,2021,3,15,12,lunes,3937
C544674,2021-02-22 15:48:00,13421.0,United Kingdom,-1,-2.1,ND,2021,2,22,15,lunes,19277
537407,2020-12-06 14:55:00,15502.0,United Kingdom,34,192.7,F,2020,12,6,14,domingo,479
C540860,2021-01-12 11:04:00,15953.0,United Kingdom,-2,-18.9,ND,2021,1,12,11,martes,18926
C576903,2021-11-17 09:15:00,12712.0,Germany,-1,-25.0,ND,2021,11,17,9,miércoles,21862
C575155,2021-11-08 16:17:00,13709.0,United Kingdom,-3,-17.95,ND,2021,11,8,16,lunes,21739
566295,2021-09-11 15:44:00,15547.0,United Kingdom,867,458.43,F,2021,9,11,15,sábado,11976
572212,2021-10-21 12:25:00,13918.0,United Kingdom,1040,1014.64,F,2021,10,21,12,jueves,14463
536584,2020-12-01 16:22:00,13777.0,United Kingdom,384,1132.8,F,2020,12,1,16,martes,111
565121,2021-09-01 11:43:00,14239.0,United Kingdom,46,149.7,F,2021,9,1,11,miércoles,11434
549574,2021-04-10 16:02:00,18226.0,United Kingdom,226,329.05,F,2021,4,10,16,sábado,5087
572847,2021-10-26 12:15:00,14606.0,United Kingdom,55,115.15,F,2021,10,26,12,martes,14711
553375,2021-05-16 14:52:00,14911.0,EIRE,126,204.9,F,2021,5,16,14,domingo,6654
C554689,2021-05-25 16:51:00,15027.0,United Kingdom,-1,-1.45,ND,2021,5,25,16,martes,20086
571041,2021-10-13 13:00:00,14527.0,United Kingdom,37,131.48,F,2021,10,13,13,miércoles,13964
544313,2021-02-17 14:36:00,14099.0,United Kingdom,212,200.59,F,2021,2,17,14,miércoles,2991
559509,2021-07-08 15:25:00,15920.0,United Kingdom,20,31.74,F,2021,7,8,15,jueves,9149
562109,2021-08-02 15:42:00,13798.0,United Kingdom,292,465.56,F,2021,8,2,15,lunes,10210
573507,2021-10-31 12:11:00,13651.0,United Kingdom,32,79.2,F,2021,10,31,12,domingo,15063
543377,2021-02-07 15:14:00,13725.0,United Kingdom,192,220.98,F,2021,2,7,15,domingo,2636
539551,2020-12-20 11:38:00,12721.0,France,129,286.6,F,2020,12,20,11,domingo,1303
580395,2021-12-04 10:56:00,17629.0,United Kingdom,294,339.45,F,2021,12,4,10,sábado,17999
553498,2021-05-17 12:56:00,17504.0,United Kingdom,150,302.1,F,2021,5,17,12,lunes,6712
565418,2021-09-04 12:07:00,13576.0,United Kingdom,93,323.73,F,2021,9,4,12,sábado,11570
C546671,2021-03-15 15:42:00,15215.0,United Kingdom,-1,-10.95,ND,2021,3,15,15,lunes,19448
578277,2021-11-23 13:51:00,12723.0,France,212,329.12,F,2021,11,23,13,martes,17134
C548576,2021-04-01 10:46:00,15696.0,United Kingdom,-3,-74.15,ND,2021,4,1,10,jueves,19598
580358,2021-12-02 16:07:00,17238.0,United Kingdom,182,501.8,F,2021,12,2,16,jueves,17978
570665,2021-10-11 14:22:00,16120.0,United Kingdom,8,17.1,F,2021,10,11,14,lunes,13826
563559,2021-08-17 13:45:00,14156.0,EIRE,12,34.68,F,2021,8,17,13,martes,10819
572660,2021-10-25 12:30:00,14527.0,United Kingdom,50,232.71,F,2021,10,25,12,lunes,14633
560392,2021-07-18 13:30:00,13911.0,United Kingdom,430,217.6,F,2021,7,18,13,domingo,9513
564191,2021-08-23 16:16:00,17315.0,United Kingdom,147,269.28,F,2021,8,23,16,lunes,11117
C550650,2021-04-19 16:39:00,18171.0,United Kingdom,-3,-17.85,ND,2021,4,19,16,lunes,19772
561334,2021-07-26 14:27:00,15440.0,United Kingdom,47,111.86,F,2021,7,26,14,lunes,9897
538644,2020-12-13 14:39:00,12476.0,Germany,2,12.45,F,2020,12,13,14,domingo,931
552649,2021-05-10 13:44:00,12592.0,Germany,165,231.8,F,2021,5,10,13,lunes,6329
573932,2021-11-02 10:26:00,17966.0,United Kingdom,1400,504.0,F,2021,11,2,10,martes,15185
553169,2021-05-13 16:26:00,15159.0,United Kingdom,30,103.5,F,2021,5,13,16,jueves,6570
575151,2021-11-08 16:12:00,12395.0,Belgium,129,263.08,F,2021,11,8,16,lunes,15726
536739,2020-12-02 13:08:00,14180.0,United Kingdom,31,201.75,F,2020,12,2,13,miércoles,183
540682,2021-01-10 16:29:00,16112.0,United Kingdom,150,64.14,F,2021,1,10,16,domingo,1657
548198,2021-03-29 16:05:00,16712.0,United Kingdom,133,351.01,F,2021,3,29,16,lunes,4577
556505,2021-06-13 09:43:00,17381.0,United Kingdom,696,462.96,F,2021,6,13,9,domingo,7976
537409,2020-12-06 15:00:00,15194.0,United Kingdom,247,406.16,F,2020,12,6,15,domingo,480
538283,2020-12-10 12:56:00,12748.0,United Kingdom,7,10.29,F,2020,12,10,12,jueves,824
559256,2021-07-07 12:10:00,15249.0,United Kingdom,456,819.0,F,2021,7,7,12,miércoles,9055
561714,2021-07-29 11:56:00,18081.0,United Kingdom,31,113.25,F,2021,7,29,11,jueves,10058
561386,2021-07-27 09:14:00,15660.0,United Kingdom,12,9.96,F,2021,7,27,9,martes,9913
537881,2020-12-09 09:23:00,15513.0,United Kingdom,238,956.5,F,2020,12,9,9,miércoles,681
554654,2021-05-25 13:34:00,12815.0,Poland,239,615.36,F,2021,5,25,13,martes,7200
546404,2021-03-11 15:42:00,13509.0,United Kingdom,120,127.2,F,2021,3,11,15,jueves,3850
553709,2021-05-18 15:29:00,13767.0,United Kingdom,167,454.34,F,2021,5,18,15,martes,6798
C579192,2021-11-28 15:43:00,12657.0,France,-390,-491.12,ND,2021,11,28,15,domingo,22000
560207,2021-07-15 13:57:00,15301.0,United Kingdom,123,410.85,F,2021,7,15,13,jueves,9427
545523,2021-03-03 12:41:00,14524.0,United Kingdom,72,210.05,F,2021,3,3,12,miércoles,3507
553893,2021-05-19 17:13:00,17560.0,United Kingdom,137,323.95,F,2021,5,19,17,miércoles,6886
579190,2021-11-28 15:35:00,12657.0,France,390,491.12,F,2021,11,28,15,domingo,17521
558574,2021-06-30 14:48:00,17017.0,United Kingdom,84,97.2,F,2021,6,30,14,miércoles,8779
564573,2021-08-26 11:19:00,14606.0,United Kingdom,49,110.85,F,2021,8,26,11,jueves,11278
576345,2021-11-14 15:37:00,12374.0,Austria,342,742.93,F,2021,11,14,15,domingo,16244
C566754,2021-09-14 15:49:00,18158.0,United Kingdom,-1,-1.65,ND,2021,9,14,15,martes,21077
573082,2021-10-27 14:21:00,17173.0,United Kingdom,74,281.1,F,2021,10,27,14,miércoles,14828
C539832,2020-12-22 13:20:00,17239.0,United Kingdom,-1,-2.55,ND,2020,12,22,13,martes,18833
542907,2021-02-01 15:15:00,13854.0,United Kingdom,75,313.85,F,2021,2,1,15,lunes,2439
573416,2021-10-31 08:29:00,14688.0,United Kingdom,90,245.32,F,2021,10,31,8,domingo,15038
578950,2021-11-27 14:40:00,17885.0,United Kingdom,167,190.19,F,2021,11,27,14,sábado,17403
580765,2021-12-06 10:41:00,14562.0,United Kingdom,24,61.2,F,2021,12,6,10,lunes,18189
574015,2021-11-02 12:03:00,15576.0,United Kingdom,404,940.67,F,2021,11,2,12,martes,15203
C581499,2021-12-09 10:28:00,15498.0,United Kingdom,-1,-224.69,ND,2021,12,9,10,jueves,22188
552951,2021-05-12 12:05:00,14988.0,United Kingdom,141,334.54,F,2021,5,12,12,miércoles,6456
554817,2021-05-26 14:08:00,15622.0,United Kingdom,68,302.8,F,2021,5,26,14,miércoles,7257
536836,2020-12-02 18:08:00,18168.0,United Kingdom,133,263.3,F,2020,12,2,18,miércoles,248
578821,2021-11-25 13:59:00,17389.0,United Kingdom,80,441.0,F,2021,11,25,13,jueves,17350
555691,2021-06-06 14:31:00,12843.0,United Kingdom,195,444.45,F,2021,6,6,14,domingo,7640
557635,2021-06-21 15:27:00,12748.0,United Kingdom,157,194.89,F,2021,6,21,15,lunes,8415
575215,2021-11-09 11:04:00,18109.0,United Kingdom,40,285.0,F,2021,11,9,11,martes,15774
573403,2021-10-30 15:50:00,16506.0,United Kingdom,24,55.2,F,2021,10,30,15,sábado,15025
571679,2021-10-18 13:41:00,14159.0,United Kingdom,161,178.97,F,2021,10,18,13,lunes,14245
580999,2021-12-06 17:49:00,17883.0,United Kingdom,177,184.87,F,2021,12,6,17,lunes,18278
578121,2021-11-23 10:23:00,14547.0,United Kingdom,247,400.4,F,2021,11,23,10,martes,17072
570670,2021-10-11 14:39:00,14624.0,United Kingdom,138,210.25,F,2021,10,11,14,lunes,13831
573354,2021-10-30 12:42:00,14040.0,United Kingdom,79,141.05,F,2021,10,30,12,sábado,14976
C573779,2021-11-01 10:57:00,16360.0,United Kingdom,-9,-95.25,ND,2021,11,1,10,lunes,21633
537634,2020-12-07 15:15:00,16775.0,United Kingdom,62,231.9,F,2020,12,7,15,lunes,554
537386,2020-12-06 13:32:00,14911.0,EIRE,3,20.85,F,2020,12,6,13,domingo,462
C580180,2021-12-02 12:00:00,14688.0,United Kingdom,-12,-23.14,ND,2021,12,2,12,jueves,22100
558647,2021-07-01 10:39:00,14868.0,United Kingdom,212,439.74,F,2021,7,1,10,jueves,8811
555001,2021-05-31 08:32:00,16566.0,United Kingdom,114,185.22,F,2021,5,31,8,lunes,7361
558103,2021-06-26 14:08:00,13767.0,United Kingdom,80,413.6,F,2021,6,26,14,sábado,8609
557228,2021-06-17 13:42:00,15805.0,United Kingdom,6,17.7,F,2021,6,17,13,jueves,8241
C564232,2021-08-24 10:25:00,13517.0,United Kingdom,-8,-15.6,ND,2021,8,24,10,martes,20891
558533,2021-06-30 11:49:00,16717.0,United Kingdom,287,530.47,F,2021,6,30,11,miércoles,8752
560452,2021-07-19 09:51:00,12682.0,France,33,99.6,F,2021,7,19,9,lunes,9539
568314,2021-09-26 12:58:00,14387.0,United Kingdom,222,488.98,F,2021,9,26,12,domingo,12809
554927,2021-05-27 13:00:00,16726.0,United Kingdom,68,191.4,F,2021,5,27,13,jueves,7303
C578131,2021-11-23 10:49:00,13171.0,United Kingdom,-1,-20.8,ND,2021,11,23,10,martes,21960
566817,2021-09-15 10:53:00,16160.0,United Kingdom,1012,801.94,F,2021,9,15,10,miércoles,12194
577053,2021-11-17 14:17:00,13001.0,United Kingdom,321,612.39,F,2021,11,17,14,miércoles,16567
566058,2021-09-08 15:16:00,16682.0,United Kingdom,200,183.92,F,2021,9,8,15,miércoles,11845
559060,2021-07-06 10:00:00,15738.0,United Kingdom,260,302.2,F,2021,7,6,10,martes,8975
577814,2021-11-22 09:16:00,15106.0,United Kingdom,122,120.06,F,2021,11,22,9,lunes,16930
540502,2021-01-09 10:50:00,13183.0,United Kingdom,400,625.04,F,2021,1,9,10,sábado,1581
573695,2021-10-31 17:13:00,15023.0,United Kingdom,59,305.77,F,2021,10,31,17,domingo,15100
581398,2021-12-08 13:26:00,17243.0,United Kingdom,122,604.3,F,2021,12,8,13,miércoles,18439
552180,2021-05-06 13:35:00,18235.0,United Kingdom,332,430.46,F,2021,5,6,13,jueves,6118
555561,2021-06-05 14:38:00,16654.0,United Kingdom,12,35.4,F,2021,6,5,14,sábado,7579
547090,2021-03-20 16:12:00,17230.0,United Kingdom,98,203.4,F,2021,3,20,16,sábado,4174
549928,2021-04-13 10:20:00,16684.0,United Kingdom,200,324.0,F,2021,4,13,10,martes,5220
547061,2021-03-20 13:21:00,12407.0,Belgium,215,226.3,F,2021,3,20,13,sábado,4147
566319,2021-09-12 11:25:00,13431.0,United Kingdom,556,853.68,F,2021,9,12,11,domingo,11998
577059,2021-11-17 14:30:00,13704.0,United Kingdom,102,237.36,F,2021,11,17,14,miércoles,16573
570517,2021-10-11 10:41:00,13971.0,United Kingdom,278,371.66,F,2021,10,11,10,lunes,13790
C554303,2021-05-23 14:52:00,12757.0,Portugal,-1,-15.0,ND,2021,5,23,14,domingo,20036
C580913,2021-12-06 13:41:00,17857.0,United Kingdom,-120,-43.2,ND,2021,12,6,13,lunes,22142
556956,2021-06-16 09:04:00,13694.0,United Kingdom,632,1084.24,F,2021,6,16,9,miércoles,8127
C581124,2021-12-07 12:38:00,13109.0,United Kingdom,-4,-11.8,ND,2021,12,7,12,martes,22160
576214,2021-11-14 12:49:00,15863.0,United Kingdom,17,59.64,F,2021,11,14,12,domingo,16204
571934,2021-10-20 08:21:00,16170.0,United Kingdom,287,324.39,F,2021,10,20,8,miércoles,14347
562779,2021-08-09 12:58:00,17841.0,United Kingdom,196,356.42,F,2021,8,9,12,lunes,10492
578488,2021-11-24 12:53:00,12784.0,Portugal,298,518.42,F,2021,11,24,12,miércoles,17232
551886,2021-05-05 09:23:00,12569.0,Germany,49,129.18,F,2021,5,5,9,miércoles,6007
538795,2020-12-14 11:42:00,13267.0,United Kingdom,109,293.85,F,2020,12,14,11,lunes,976
549021,2021-04-05 16:13:00,13468.0,United Kingdom,93,173.24,F,2021,4,5,16,lunes,4890
579666,2021-11-30 12:31:00,14893.0,United Kingdom,223,428.73,F,2021,11,30,12,martes,17703
571142,2021-10-14 10:21:00,14567.0,United Kingdom,240,729.6,F,2021,10,14,10,jueves,14009
559340,2021-07-07 16:51:00,13699.0,United Kingdom,66,308.58,F,2021,7,7,16,miércoles,9094
563328,2021-08-15 13:07:00,14606.0,United Kingdom,62,112.33,F,2021,8,15,13,domingo,10722
550669,2021-04-20 10:04:00,16837.0,United Kingdom,8,102.0,F,2021,4,20,10,martes,5559
556685,2021-06-14 10:00:00,14503.0,United Kingdom,381,597.07,F,2021,6,14,10,lunes,8028
540691,2021-01-11 08:50:00,17450.0,United Kingdom,686,1508.66,F,2021,1,11,8,lunes,1662
C542799,2021-02-01 11:12:00,14606.0,United Kingdom,-2,-3.67,ND,2021,2,1,11,lunes,19099
545669,2021-03-06 10:05:00,17243.0,United Kingdom,66,186.9,F,2021,3,6,10,sábado,3576
565542,2021-09-05 12:06:00,16820.0,United Kingdom,307,497.61,F,2021,9,5,12,domingo,11636
C556911,2021-06-15 13:25:00,17511.0,United Kingdom,-3,-21.73,ND,2021,6,15,13,martes,20284
552845,2021-05-11 14:37:00,14646.0,Netherlands,206,536.4,F,2021,5,11,14,martes,6409
539038,2020-12-15 14:45:00,15641.0,United Kingdom,357,308.37,F,2020,12,15,14,martes,1089
550617,2021-04-19 13:03:00,13376.0,United Kingdom,191,376.0,F,2021,4,19,13,lunes,5521
539215,2020-12-16 12:42:00,15574.0,United Kingdom,126,210.75,F,2020,12,16,12,miércoles,1152
C567916,2021-09-22 17:19:00,12579.0,France,-1,-18.0,ND,2021,9,22,17,miércoles,21183
544176,2021-02-16 14:18:00,18219.0,United Kingdom,45,94.31,F,2021,2,16,14,martes,2938
545190,2021-02-28 15:32:00,15656.0,United Kingdom,89,242.95,F,2021,2,28,15,domingo,3381
567701,2021-09-22 09:36:00,17172.0,United Kingdom,480,317.76,F,2021,9,22,9,miércoles,12538
C557269,2021-06-19 11:27:00,13097.0,United Kingdom,-15,-65.35,ND,2021,6,19,11,sábado,20311
577097,2021-11-17 16:42:00,17243.0,United Kingdom,144,616.8,F,2021,11,17,16,miércoles,16604
C570221,2021-10-09 12:56:00,13113.0,United Kingdom,-261,-577.16,ND,2021,10,9,12,sábado,21389
577485,2021-11-20 11:56:00,16360.0,United Kingdom,423,735.84,F,2021,11,20,11,sábado,16754
C541959,2021-01-24 12:35:00,14692.0,United Kingdom,-10,-9.5,ND,2021,1,24,12,domingo,19009
565921,2021-09-08 09:13:00,13889.0,United Kingdom,146,416.9,F,2021,9,8,9,miércoles,11780
579991,2021-12-01 11:20:00,13159.0,United Kingdom,252,282.56,F,2021,12,1,11,miércoles,17785
C537444,2020-12-07 08:42:00,14850.0,United Kingdom,-8,-47.6,ND,2020,12,7,8,lunes,18597
572232,2021-10-21 14:41:00,16293.0,United Kingdom,160,303.58,F,2021,10,21,14,jueves,14480
578331,2021-11-24 08:44:00,14911.0,EIRE,143,207.14,F,2021,11,24,8,miércoles,17182
543116,2021-02-03 13:29:00,17672.0,United Kingdom,643,1177.84,F,2021,2,3,13,miércoles,2524
581237,2021-12-08 10:40:00,15443.0,United Kingdom,181,379.51,F,2021,12,8,10,miércoles,18399
550798,2021-04-20 14:41:00,15290.0,United Kingdom,120,290.4,F,2021,4,20,14,martes,5598
567910,2021-09-22 16:58:00,12437.0,France,173,222.6,F,2021,9,22,16,miércoles,12624
559132,2021-07-06 13:06:00,15053.0,United Kingdom,257,255.95,F,2021,7,6,13,martes,9008
536956,2020-12-03 12:43:00,14210.0,United Kingdom,93,304.95,F,2020,12,3,12,jueves,281
549148,2021-04-06 15:31:00,14534.0,United Kingdom,141,187.7,F,2021,4,6,15,martes,4927
550282,2021-04-15 13:56:00,16686.0,United Kingdom,80,141.68,F,2021,4,15,13,jueves,5376
561038,2021-07-24 11:58:00,17114.0,United Kingdom,20,112.0,F,2021,7,24,11,sábado,9771
578485,2021-11-24 12:52:00,12921.0,United Kingdom,516,810.76,F,2021,11,24,12,miércoles,17231
559097,2021-07-06 10:59:00,17562.0,United Kingdom,90,109.0,F,2021,7,6,10,martes,8986
540732,2021-01-11 10:19:00,16122.0,United Kingdom,328,144.12,F,2021,1,11,10,lunes,1671
554305,2021-05-23 14:58:00,12757.0,Portugal,1,557.72,F,2021,5,23,14,domingo,7085
559807,2021-07-12 14:48:00,17841.0,United Kingdom,236,501.37,F,2021,7,12,14,lunes,9260
544192,2021-02-16 16:58:00,13089.0,United Kingdom,6,17.7,F,2021,2,16,16,martes,2951
580060,2021-12-01 13:25:00,14287.0,United Kingdom,45,93.35,F,2021,12,1,13,miércoles,17816
551816,2021-05-04 11:50:00,15906.0,United Kingdom,117,271.83,F,2021,5,4,11,martes,5956
579531,2021-11-30 09:18:00,17017.0,United Kingdom,418,588.42,F,2021,11,30,9,martes,17669
547067,2021-03-20 13:43:00,12921.0,United Kingdom,324,501.24,F,2021,3,20,13,sábado,4153
571284,2021-10-16 14:07:00,14562.0,United Kingdom,146,405.02,F,2021,10,16,14,sábado,14095
573119,2021-10-27 16:21:00,15498.0,United Kingdom,202,377.76,F,2021,10,27,16,miércoles,14848
559064,2021-07-06 10:15:00,15673.0,United Kingdom,200,318.66,F,2021,7,6,10,martes,8979
547240,2021-03-21 16:32:00,17585.0,United Kingdom,82,103.72,F,2021,3,21,16,domingo,4220
561637,2021-07-28 14:45:00,17949.0,United Kingdom,168,428.4,F,2021,7,28,14,miércoles,9999
574687,2021-11-06 13:02:00,17581.0,United Kingdom,90,157.7,F,2021,11,6,13,sábado,15493
577502,2021-11-20 12:34:00,12598.0,France,221,576.29,F,2021,11,20,12,sábado,16769
557751,2021-06-22 12:56:00,14092.0,United Kingdom,99,250.09,F,2021,6,22,12,martes,8442
564188,2021-08-23 15:33:00,13140.0,United Kingdom,58,114.06,F,2021,8,23,15,lunes,11114
C549788,2021-04-12 11:59:00,13098.0,United Kingdom,-2,-8.5,ND,2021,4,12,11,lunes,19682
C538834,2020-12-14 13:06:00,14415.0,United Kingdom,-2,-12.9,ND,2020,12,14,13,lunes,18728
C569971,2021-10-06 19:20:00,16875.0,United Kingdom,-7,-12.81,ND,2021,10,6,19,miércoles,21354
567826,2021-09-22 13:05:00,12877.0,United Kingdom,117,101.14,F,2021,9,22,13,miércoles,12578
576833,2021-11-16 15:08:00,17434.0,United Kingdom,397,226.17,F,2021,11,16,15,martes,16447
575723,2021-11-10 18:33:00,14748.0,United Kingdom,162,296.98,F,2021,11,10,18,miércoles,15971
C579869,2021-11-30 16:44:00,14189.0,United Kingdom,-2,-16.3,ND,2021,11,30,16,martes,22038
549982,2021-04-13 15:52:00,17091.0,United Kingdom,323,505.57,F,2021,4,13,15,martes,5261
563212,2021-08-14 12:41:00,17800.0,United Kingdom,77,169.8,F,2021,8,14,12,sábado,10681
546390,2021-03-11 14:03:00,14083.0,United Kingdom,120,14.4,F,2021,3,11,14,jueves,3839
537218,2020-12-05 15:46:00,12763.0,Japan,196,320.08,F,2020,12,5,15,sábado,396
564309,2021-08-24 12:39:00,12471.0,Germany,70,83.58,F,2021,8,24,12,martes,11152
541248,2021-01-16 13:04:00,12748.0,United Kingdom,7,8.52,F,2021,1,16,13,sábado,1842
C538703,2020-12-14 10:29:00,17519.0,United Kingdom,-3,-4.95,ND,2020,12,14,10,lunes,18699
536671,2020-12-02 12:10:00,13305.0,United Kingdom,132,136.2,F,2020,12,2,12,miércoles,166
C541693,2021-01-20 17:02:00,14309.0,United Kingdom,-14,-32.85,ND,2021,1,20,17,miércoles,18978
556125,2021-06-09 10:20:00,12947.0,United Kingdom,136,303.62,F,2021,6,9,10,miércoles,7819
544666,2021-02-22 15:00:00,16907.0,United Kingdom,69,250.68,F,2021,2,22,15,lunes,3137
536740,2020-12-02 13:08:00,15827.0,United Kingdom,67,92.75,F,2020,12,2,13,miércoles,184
542743,2021-01-31 16:26:00,16191.0,United Kingdom,5,14.75,F,2021,1,31,16,domingo,2384
569482,2021-10-04 12:43:00,14184.0,United Kingdom,127,452.89,F,2021,10,4,12,lunes,13309
571244,2021-10-14 15:46:00,17180.0,United Kingdom,154,231.17,F,2021,10,14,15,jueves,14064
548700,2021-04-03 11:11:00,13623.0,United Kingdom,19,146.99,F,2021,4,3,11,sábado,4778
545012,2021-02-25 13:08:00,13666.0,United Kingdom,24,20.4,F,2021,2,25,13,jueves,3281
568199,2021-09-25 14:53:00,17315.0,United Kingdom,65,266.55,F,2021,9,25,14,sábado,12763
574671,2021-11-06 12:23:00,16744.0,United Kingdom,46,113.03,F,2021,11,6,12,sábado,15477
552715,2021-05-11 09:35:00,12921.0,United Kingdom,146,305.26,F,2021,5,11,9,martes,6354
539296,2020-12-16 17:01:00,16816.0,United Kingdom,48,75.78,F,2020,12,16,17,miércoles,1195
572908,2021-10-26 15:47:00,15835.0,United Kingdom,106,278.58,F,2021,10,26,15,martes,14763
537044,2020-12-05 10:52:00,18055.0,United Kingdom,93,431.45,F,2020,12,5,10,sábado,321
564552,2021-08-25 17:22:00,16670.0,United Kingdom,494,691.21,F,2021,8,25,17,miércoles,11263
570076,2021-10-07 11:17:00,15738.0,United Kingdom,204,306.52,F,2021,10,7,11,jueves,13583
566428,2021-09-12 14:24:00,15932.0,United Kingdom,422,309.7,F,2021,9,12,14,domingo,12028
573909,2021-11-01 15:26:00,17813.0,United Kingdom,70,215.22,F,2021,11,1,15,lunes,15168
549154,2021-04-06 16:47:00,17690.0,United Kingdom,88,311.6,F,2021,4,6,16,martes,4929
571905,2021-10-19 14:51:00,12370.0,Cyprus,380,739.28,F,2021,10,19,14,martes,14332
574910,2021-11-07 15:44:00,16348.0,United Kingdom,158,206.72,F,2021,11,7,15,domingo,15618
568152,2021-09-25 11:40:00,16480.0,United Kingdom,455,769.29,F,2021,9,25,11,sábado,12718
576371,2021-11-15 08:07:00,14911.0,EIRE,534,405.07,F,2021,11,15,8,lunes,16261
536781,2020-12-02 15:14:00,17460.0,United Kingdom,24,50.4,F,2020,12,2,15,miércoles,208
544390,2021-02-18 11:36:00,14911.0,EIRE,61,162.7,F,2021,2,18,11,jueves,3021
C550147,2021-04-14 14:23:00,12637.0,France,-3,-54.0,ND,2021,4,14,14,miércoles,19720
C546267,2021-03-10 15:02:00,15093.0,United Kingdom,-9,-3.78,ND,2021,3,10,15,miércoles,19418
578366,2021-11-24 10:53:00,16173.0,United Kingdom,135,298.85,F,2021,11,24,10,miércoles,17206
555515,2021-06-05 10:47:00,17690.0,United Kingdom,234,856.63,F,2021,6,5,10,sábado,7535
552479,2021-05-09 15:51:00,12821.0,United Kingdom,70,92.72,F,2021,5,9,15,domingo,6272
564496,2021-08-25 14:21:00,13050.0,United Kingdom,191,319.06,F,2021,8,25,14,miércoles,11243
551283,2021-04-27 14:01:00,16755.0,United Kingdom,491,592.41,F,2021,4,27,14,martes,5781
548260,2021-03-30 11:18:00,15373.0,United Kingdom,48,176.21,F,2021,3,30,11,martes,4600
545016,2021-02-25 13:51:00,16473.0,United Kingdom,67,68.4,F,2021,2,25,13,jueves,3285
561607,2021-07-28 12:15:00,17389.0,United Kingdom,66,513.3,F,2021,7,28,12,miércoles,9979
549965,2021-04-13 14:17:00,16966.0,United Kingdom,360,409.2,F,2021,4,13,14,martes,5246
